CHROM	POS	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	S1	s20	S2	s3	s4	s5	s6	s7	s8	s9	
NC_031768.1	996	51	56	42	37	49	56	66	39	62	43	75	47	15	42	36	60	37	36	29	60
NC_031768.1	997	51	57	42	37	49	56	67	39	62	43	74	47	15	41	36	59	36	36	29	60
NC_031768.1	998	51	57	42	37	50	56	67	39	62	43	74	47	15	41	36	59	36	36	29	60
NC_031768.1	999	45	49	43	31	47	56	64	39	60	44	70	41	8	41	31	59	30	24	27	44
NC_031768.1	1000	44	49	44	33	48	55	64	39	62	44	68	41	8	42	31	59	32	24	27	44
NC_031768.1	1001	44	47	44	33	51	54	57	39	59	47	76	41	8	43	33	51	30	24	27	41
NC_031768.1	1002	44	50	43	33	51	54	57	39	59	47	77	43	8	43	32	51	30	24	28	41
NC_031768.1	1003	44	51	43	34	52	54	58	39	60	46	78	44	8	43	31	51	30	24	27	41
NC_031768.1	1004	43	50	44	34	49	54	58	37	59	46	78	44	8	41	31	49	29	24	27	41
NC_031768.1	1005	44	57	45	40	53	54	64	37	58	47	85	47	14	41	37	48	37	36	30	59
NC_031768.1	1006	44	56	45	39	52	53	64	37	55	47	86	47	14	43	36	48	37	36	29	60
NC_031768.1	1007	42	56	44	42	46	45	49	26	51	47	68	39	11	36	35	54	40	22	29	66
NC_031768.1	1008	42	54	44	41	44	42	47	26	49	45	65	37	9	36	33	54	37	20	28	61
NC_031768.1	1009	42	55	44	41	43	41	46	26	49	44	65	38	9	35	32	53	37	19	28	61
NC_031768.1	1010	41	55	42	41	40	36	42	23	48	44	63	36	9	33	32	50	37	19	25	61
NC_031768.1	1011	40	55	41	37	40	37	42	23	48	45	62	35	9	31	30	50	37	19	25	61
NC_031768.1	1012	39	55	41	37	40	39	43	23	48	44	63	36	9	31	30	47	37	18	25	62
NC_031768.1	1013	38	53	41	36	34	38	35	22	48	44	59	34	9	30	12	45	33	18	25	62
NC_031768.1	1014	37	52	39	34	32	36	33	21	42	44	57	33	9	28	9	42	33	17	25	57
NC_031768.1	1015	37	51	39	33	32	36	33	22	42	44	57	33	8	29	9	42	32	16	25	57
NC_031768.1	1016	37	51	39	33	35	36	33	22	41	44	60	33	8	31	9	44	33	16	25	59
NC_031768.1	1017	44	53	39	38	36	39	34	22	50	45	63	38	9	35	9	46	33	16	26	60
NC_031768.1	1018	44	54	39	38	36	40	35	22	50	47	62	39	10	35	9	48	34	16	27	60
NC_031768.1	1019	45	64	39	37	59	51	65	34	63	47	92	51	17	54	32	55	41	32	26	56
NC_031768.1	1020	45	63	39	37	59	51	67	34	65	46	93	52	17	54	33	55	43	32	26	58
NC_031768.1	1021	45	64	39	37	60	52	68	34	68	46	93	52	17	54	33	55	43	32	26	58
NC_031768.1	1022	46	65	40	37	59	52	68	34	68	46	94	51	17	54	34	54	43	33	26	58
NC_031768.1	1023	47	64	40	34	59	52	70	34	69	48	101	51	17	56	34	55	43	33	26	59
NC_031768.1	1024	47	63	40	32	59	52	70	35	69	48	102	51	17	56	35	55	45	33	26	56
NC_031768.1	1025	48	64	39	33	58	54	70	34	73	48	103	52	17	56	35	57	46	33	27	60
NC_031768.1	1026	48	64	38	33	58	53	70	34	72	48	103	50	17	55	35	57	48	34	27	60
NC_031768.1	1027	48	64	38	32	58	53	71	36	74	48	102	50	17	55	35	57	48	34	27	59
NC_031768.1	1028	47	65	38	33	55	52	68	37	72	48	102	50	17	55	35	56	46	34	27	59
NC_031768.1	1029	47	65	40	33	55	51	66	36	72	48	101	50	17	54	35	57	47	35	27	59
NC_031768.1	1030	47	65	40	35	57	50	65	38	72	48	102	50	17	54	34	56	46	35	27	59
NC_031768.1	1031	48	65	40	35	57	50	65	38	72	48	101	50	17	54	34	56	46	35	27	58
NC_031768.1	1032	43	64	39	34	55	49	63	40	69	49	101	50	17	53	34	55	47	34	27	53
NC_031768.1	1033	42	63	38	34	55	50	63	40	69	49	100	51	17	53	34	55	47	34	26	53
NC_031768.1	1034	42	63	39	34	54	50	63	40	69	48	101	51	17	54	34	55	49	34	26	53
NC_031768.1	1035	42	65	39	34	54	50	63	40	70	48	103	52	17	54	34	55	49	34	27	53
NC_031768.1	1036	42	66	39	34	54	51	63	39	70	47	103	52	17	54	34	55	48	34	27	53
NC_031768.1	1037	34	66	29	24	54	47	63	35	67	41	97	47	17	52	34	52	45	35	23	48
NC_031768.1	1038	34	66	29	24	54	47	63	35	67	40	97	47	17	52	34	52	45	36	22	48
NC_031768.1	1039	34	66	30	25	54	47	63	34	68	40	96	47	17	52	34	53	45	36	21	48
NC_031768.1	1040	31	65	30	23	54	46	63	34	68	40	96	47	17	52	33	53	45	36	22	48
NC_031768.1	1041	31	66	30	25	53	52	65	35	65	39	113	49	17	55	33	53	44	36	23	48
NC_031768.1	1042	31	65	30	25	52	52	66	35	65	39	113	50	18	55	34	53	43	36	23	49
NC_031768.1	1043	38	68	40	34	52	56	67	39	66	42	121	54	18	58	35	56	48	36	26	50
NC_031768.1	1044	38	70	39	34	52	56	68	39	66	42	121	53	18	58	35	56	48	36	26	50
NC_031768.1	1045	38	72	39	34	52	56	67	39	66	42	123	53	18	58	35	56	48	36	26	50
NC_031768.1	1046	38	71	39	34	52	56	67	38	66	42	123	54	18	58	35	56	48	36	26	50
NC_031768.1	1047	38	71	39	35	53	57	68	37	68	42	121	54	18	58	36	57	48	36	26	50
NC_031768.1	1048	38	70	39	35	53	57	68	36	68	42	121	54	17	59	36	57	47	37	26	50
NC_031768.1	1049	37	70	39	31	46	56	57	31	58	33	102	45	15	49	30	48	41	30	26	46
NC_031768.1	1050	37	70	38	31	45	56	57	31	57	33	101	45	15	49	28	48	41	30	27	46
NC_031768.1	1051	37	70	38	31	45	57	54	32	58	33	101	45	15	49	28	48	41	30	27	46
NC_031768.1	1052	37	70	39	31	45	57	54	32	58	33	100	45	15	48	28	48	41	30	27	46
NC_031768.1	1053	37	70	39	31	43	57	54	32	58	34	100	45	15	47	28	48	40	30	27	46
NC_031768.1	1054	36	78	39	31	43	59	54	38	58	34	104	47	15	50	28	48	40	30	30	46
NC_031768.1	1055	36	76	38	30	39	52	36	37	43	33	90	41	14	48	18	48	36	30	30	46
NC_031768.1	1056	35	76	38	30	39	52	36	36	43	33	89	41	14	47	18	48	34	30	30	46
NC_031768.1	1057	35	75	38	30	39	51	35	36	43	33	88	40	14	43	18	47	33	29	30	46
NC_031768.1	1058	35	75	38	30	38	52	35	36	43	33	88	42	14	43	17	47	33	29	30	46
NC_031768.1	1059	34	78	38	33	38	52	35	36	47	33	90	41	14	46	18	47	33	29	31	47
NC_031768.1	1060	34	77	38	34	38	53	35	36	47	33	90	41	14	46	18	47	33	29	31	47
NC_031768.1	1061	35	87	41	46	54	68	71	45	89	38	130	69	31	76	37	59	48	43	40	58
NC_031768.1	1062	35	87	42	46	52	68	73	47	89	36	131	69	31	77	38	60	49	43	39	59
NC_031768.1	1063	37	89	42	46	53	66	71	48	90	35	133	67	31	77	39	57	50	42	39	60
NC_031768.1	1064	37	92	41	46	47	65	70	46	91	36	132	67	31	74	39	55	50	42	39	60
NC_031768.1	1065	38	94	41	47	46	69	69	48	91	35	134	67	31	82	32	47	50	43	39	61
NC_031768.1	1066	37	95	42	47	45	69	67	47	90	34	135	69	30	81	33	47	49	45	36	64
NC_031768.1	1067	35	93	39	47	39	64	64	48	90	34	127	68	26	72	33	47	50	45	36	61
NC_031768.1	1068	34	92	38	45	34	64	60	46	89	26	125	62	25	72	31	39	49	41	36	54
NC_031768.1	1069	35	90	38	45	35	65	63	47	89	25	125	63	25	72	32	39	50	40	35	54
NC_031768.1	1070	35	90	38	45	36	66	63	47	90	25	129	63	25	73	32	39	50	40	35	54
NC_031768.1	1071	34	91	38	47	40	67	65	47	93	27	130	63	25	79	38	49	50	41	33	54
NC_031768.1	1072	34	89	38	47	41	67	66	48	94	27	132	63	25	80	40	50	51	42	33	56
NC_031768.1	1073	24	84	38	44	42	73	67	48	88	26	141	62	29	90	42	43	52	41	33	55
NC_031768.1	1074	24	84	38	45	42	73	67	48	88	26	141	62	29	92	42	43	52	41	33	55
NC_031768.1	1075	24	84	38	45	42	73	67	48	90	26	144	62	29	93	42	44	50	41	33	57
NC_031768.1	1076	24	85	38	42	42	72	67	48	90	25	144	58	29	94	42	42	50	41	33	57
NC_031768.1	1077	25	86	39	42	43	74	67	53	91	25	147	58	31	98	42	43	50	43	33	58
NC_031768.1	1078	27	75	38	45	43	72	67	49	91	25	143	56	32	98	43	43	49	42	30	58
NC_031768.1	1079	43	86	43	58	49	81	71	49	99	26	153	65	33	101	43	50	49	46	30	66
NC_031768.1	1080	41	86	43	58	49	82	71	49	97	25	156	62	34	102	43	50	48	45	30	66
NC_031768.1	1081	41	86	42	59	49	81	71	49	97	25	158	63	34	103	43	50	48	46	30	68
NC_031768.1	1082	41	85	41	59	49	83	70	49	97	24	159	63	35	104	43	50	48	46	30	69
NC_031768.1	1083	44	86	40	59	49	84	70	49	97	25	164	63	36	104	43	49	48	48	30	71
NC_031768.1	1084	45	86	41	59	47	83	70	49	96	26	165	61	36	104	42	48	48	49	31	70
NC_031768.1	1085	45	86	40	60	47	84	69	49	96	26	165	61	36	104	43	48	45	50	32	70
NC_031768.1	1086	45	85	39	58	46	83	68	49	96	26	165	61	36	103	42	45	45	50	32	69
NC_031768.1	1087	45	87	39	58	46	84	68	49	96	27	165	62	36	105	42	45	45	51	32	70
NC_031768.1	1088	45	87	39	58	46	82	68	49	97	27	165	62	36	105	42	45	46	51	32	71
NC_031768.1	1089	46	85	40	58	46	82	68	48	98	28	165	62	36	102	42	45	47	50	32	71
NC_031768.1	1090	47	85	41	58	46	82	68	49	98	28	165	62	37	100	43	45	47	50	32	72
NC_031768.1	1091	47	85	41	58	46	82	68	49	98	28	165	62	36	100	46	45	47	50	32	72
NC_031768.1	1092	47	85	40	58	46	82	68	48	98	28	165	62	36	98	47	45	45	50	32	72
NC_031768.1	1093	50	86	40	58	46	83	68	48	98	28	163	61	36	98	47	44	45	50	31	72
NC_031768.1	1094	50	86	40	58	45	83	69	48	98	29	162	61	36	98	47	44	45	48	31	72
NC_031768.1	1095	50	86	40	59	46	82	70	48	99	29	163	61	35	98	47	43	45	49	32	72
NC_031768.1	1096	50	85	40	59	45	82	69	48	96	29	160	61	35	98	46	43	44	49	33	72
NC_031768.1	1097	49	86	38	60	47	81	67	49	96	30	158	60	35	98	46	42	43	48	34	72
NC_031768.1	1098	49	86	38	60	47	81	67	49	97	30	158	60	35	98	46	42	43	48	34	72
NC_031768.1	1099	48	86	39	60	47	82	67	49	99	30	159	59	36	97	46	42	43	48	34	71
NC_031768.1	1100	48	85	38	60	46	82	67	49	97	30	157	59	31	97	46	42	43	48	34	71
NC_031768.1	1101	48	85	38	60	45	81	67	50	94	30	155	56	31	98	46	43	32	37	30	54
NC_031768.1	1102	48	85	37	60	45	81	67	50	93	30	154	57	31	98	48	44	31	37	30	54
NC_031768.1	1103	49	84	39	61	43	81	68	50	93	29	154	58	32	98	48	46	32	37	31	54
NC_031768.1	1104	48	82	40	61	41	80	67	50	94	29	153	58	32	98	48	46	31	34	31	50
NC_031768.1	1105	47	82	40	61	42	78	65	53	94	29	152	58	33	94	48	46	31	34	31	50
NC_031768.1	1106	47	82	40	60	37	77	63	53	93	29	151	58	33	91	49	46	31	34	31	50
NC_031768.1	1107	42	80	41	56	37	77	61	52	90	21	146	57	33	90	49	44	24	35	31	50
NC_031768.1	1108	42	80	41	56	36	74	61	53	88	22	144	56	33	89	49	44	25	35	32	50
NC_031768.1	1109	27	80	35	56	35	72	59	52	88	25	143	53	33	88	49	43	26	36	32	49
NC_031768.1	1110	25	76	34	55	34	71	58	51	87	24	139	52	33	86	49	44	23	36	32	49
NC_031768.1	1111	25	76	34	55	32	71	55	50	87	24	138	51	34	86	48	44	24	36	31	49
NC_031768.1	1112	24	74	33	55	32	71	50	49	85	24	133	50	34	70	48	44	24	35	31	48
NC_031768.1	1113	29	76	32	58	32	70	45	46	88	33	136	54	34	64	48	45	44	46	38	64
NC_031768.1	1114	28	76	32	58	32	69	44	45	87	33	133	53	34	63	47	43	44	46	39	64
NC_031768.1	1115	29	74	32	56	30	71	39	44	84	33	130	51	33	60	47	43	44	44	39	63
NC_031768.1	1116	29	73	32	55	30	70	37	44	84	33	127	51	34	60	47	43	43	44	39	62
NC_031768.1	1117	29	73	32	55	30	70	37	44	84	33	127	50	34	56	47	43	44	42	39	62
NC_031768.1	1118	29	74	32	40	30	70	36	43	83	33	117	49	34	63	45	43	44	41	40	53
NC_031768.1	1119	29	73	31	40	31	72	36	40	84	33	110	48	36	61	44	44	44	40	42	51
NC_031768.1	1120	28	73	31	38	30	72	34	41	84	34	106	44	36	55	43	40	43	40	41	53
NC_031768.1	1121	43	71	32	37	31	74	37	41	89	34	103	47	35	54	41	40	44	41	41	53
NC_031768.1	1122	43	71	32	37	32	75	37	42	87	33	102	47	35	54	41	41	44	41	41	52
NC_031768.1	1123	44	70	32	36	32	74	34	41	86	32	100	45	35	53	41	41	44	40	42	52
NC_031768.1	1124	41	68	32	35	29	74	30	36	85	32	91	44	35	49	39	39	44	38	42	51
NC_031768.1	1125	40	66	32	34	29	74	29	36	83	31	89	46	34	48	39	38	44	35	42	50
NC_031768.1	1126	40	59	32	31	25	69	29	37	78	31	89	44	33	44	38	36	43	34	42	48
NC_031768.1	1127	38	40	32	28	23	70	18	28	75	27	52	41	22	32	25	32	34	22	42	48
NC_031768.1	1128	36	24	29	21	19	55	11	23	67	26	26	31	15	13	18	29	33	19	42	43
NC_031768.1	1129	37	23	28	20	17	55	9	23	67	25	22	31	15	13	18	29	33	18	42	42
NC_031768.1	1130	39	23	28	20	19	54	8	24	66	25	22	31	14	13	18	29	33	19	42	41
NC_031768.1	1131	39	23	28	19	19	53	8	24	67	25	22	31	14	14	17	29	33	20	42	41
NC_031768.1	1132	39	21	28	17	18	53	8	24	67	26	22	31	14	14	17	29	34	20	41	40
NC_031768.1	1133	43	41	28	21	18	53	17	34	71	33	56	36	26	24	29	35	43	33	41	41
NC_031768.1	1134	43	40	28	21	18	55	17	34	71	33	57	36	26	23	30	35	43	32	42	41
NC_031768.1	1135	44	40	28	21	18	55	18	36	72	33	58	36	26	23	29	35	44	33	43	41
NC_031768.1	1136	44	39	28	17	18	55	18	36	69	33	58	35	25	20	26	35	44	33	42	38
NC_031768.1	1137	43	39	28	17	19	56	18	36	69	33	58	37	25	21	26	35	44	32	43	38
NC_031768.1	1138	43	39	28	16	19	55	19	36	68	33	57	35	25	23	26	36	44	32	42	38
NC_031768.1	1139	43	39	29	16	17	55	19	25	66	22	53	31	25	23	26	32	40	19	42	38
NC_031768.1	1140	43	39	23	16	16	54	17	25	65	21	53	29	25	22	26	30	35	19	42	38
NC_031768.1	1141	43	40	23	17	15	53	17	26	65	21	53	29	25	23	25	29	35	20	42	39
NC_031768.1	1142	44	57	25	38	16	55	20	34	68	23	68	35	25	25	32	33	35	22	45	52
NC_031768.1	1143	45	58	25	39	16	54	20	35	68	23	68	35	25	39	32	34	35	23	46	52
NC_031768.1	1144	45	56	24	39	17	54	21	35	70	23	68	35	27	39	32	35	36	23	47	53
NC_031768.1	1145	48	55	28	39	24	54	27	49	74	34	82	41	31	41	35	43	37	40	47	53
NC_031768.1	1146	48	55	28	39	25	54	27	49	74	35	83	41	31	41	35	43	37	41	47	53
NC_031768.1	1147	48	55	28	39	25	55	27	50	74	37	85	42	31	41	36	44	37	41	47	53
NC_031768.1	1148	50	55	28	39	25	55	27	50	73	37	85	42	31	41	36	43	37	41	47	54
NC_031768.1	1149	50	55	28	38	25	55	27	50	73	39	86	42	31	41	36	43	37	41	47	54
NC_031768.1	1150	49	55	28	38	24	55	27	50	73	39	86	42	31	41	36	43	37	41	47	53
NC_031768.1	1151	49	55	28	37	25	55	27	50	72	39	80	42	31	41	36	43	37	40	47	53
NC_031768.1	1152	48	53	28	36	25	56	28	51	69	38	73	40	31	40	36	44	37	40	46	53
NC_031768.1	1153	49	52	28	36	25	56	28	51	66	38	74	41	31	40	36	44	37	43	46	53
NC_031768.1	1154	49	53	28	36	25	56	28	51	67	38	76	41	31	40	36	44	37	44	47	53
NC_031768.1	1155	49	52	28	37	25	56	28	53	66	38	76	41	31	41	36	43	36	44	47	53
NC_031768.1	1156	49	53	29	39	25	55	30	53	63	38	75	42	32	40	36	45	36	44	47	54
NC_031768.1	1157	49	54	29	39	25	55	29	53	63	38	75	42	32	40	36	45	36	44	46	55
NC_031768.1	1158	49	54	29	40	25	54	29	52	64	38	75	41	32	40	38	45	35	44	46	56
NC_031768.1	1159	49	54	31	41	24	55	29	51	63	38	76	40	32	40	38	45	33	43	47	56
NC_031768.1	1160	49	54	32	41	24	53	29	51	63	36	72	38	32	40	40	45	32	42	42	54
NC_031768.1	1161	50	53	33	42	24	52	30	51	64	35	73	39	32	40	40	45	32	42	43	52
NC_031768.1	1162	49	35	30	42	27	49	30	43	66	33	68	38	32	38	40	43	32	41	40	52
NC_031768.1	1163	49	36	32	42	27	49	31	44	67	33	69	37	32	39	40	44	36	42	40	52
NC_031768.1	1164	48	36	32	42	27	49	31	44	67	33	69	37	32	42	39	44	36	42	41	52
NC_031768.1	1165	48	37	32	42	27	49	31	43	67	33	68	36	32	42	40	43	36	44	41	52
NC_031768.1	1166	48	37	32	42	26	49	31	43	66	33	68	36	32	43	40	43	36	45	41	52
NC_031768.1	1167	49	37	32	42	26	50	31	44	66	33	68	36	33	43	40	43	37	45	40	53
NC_031768.1	1168	49	37	33	43	27	48	32	44	66	33	68	36	34	45	39	43	37	45	39	51
NC_031768.1	1169	49	37	33	44	27	48	32	44	63	33	68	36	34	46	39	44	38	45	39	52
NC_031768.1	1170	49	37	33	45	28	48	32	44	62	33	68	36	33	47	40	43	38	45	38	53
NC_031768.1	1171	49	38	33	45	28	48	33	44	63	33	67	36	33	47	41	43	39	45	38	53
NC_031768.1	1172	49	38	33	45	28	48	35	44	64	33	67	36	33	47	41	44	39	45	38	53
NC_031768.1	1173	49	37	34	45	27	47	38	44	64	33	68	37	34	47	41	44	40	45	38	53
NC_031768.1	1174	50	37	34	45	27	47	41	44	64	32	69	37	35	48	43	44	41	45	38	53
NC_031768.1	1175	49	35	36	45	28	46	42	45	63	32	70	37	35	48	43	44	42	45	36	54
NC_031768.1	1176	49	35	36	45	28	46	42	45	61	32	70	37	35	47	43	44	41	46	36	52
NC_031768.1	1177	50	34	36	47	28	46	42	43	61	32	71	38	35	47	43	45	42	46	36	52
NC_031768.1	1178	50	33	38	47	28	46	42	42	62	32	73	39	35	46	43	44	43	46	37	53
NC_031768.1	1179	50	33	36	47	28	46	42	42	61	31	73	39	35	46	44	44	42	47	37	53
NC_031768.1	1180	49	34	36	48	28	46	43	41	60	31	73	39	35	46	44	44	42	47	37	54
NC_031768.1	1181	49	37	37	49	28	47	43	41	61	31	73	39	36	46	44	43	42	47	38	54
NC_031768.1	1182	50	36	37	50	27	48	43	39	62	30	73	38	36	46	44	42	42	47	38	54
NC_031768.1	1183	51	36	37	50	27	47	43	39	63	30	73	38	36	47	44	42	42	47	38	54
NC_031768.1	1184	51	36	36	49	27	47	43	39	63	30	74	38	36	47	44	40	42	47	38	54
NC_031768.1	1185	51	34	36	49	27	44	43	39	63	30	73	38	35	46	44	40	42	48	38	54
NC_031768.1	1186	50	34	37	49	26	42	44	39	62	32	73	39	35	45	43	40	42	48	38	54
NC_031768.1	1187	50	35	38	49	27	43	44	39	63	33	75	38	35	45	43	40	42	46	38	54
NC_031768.1	1188	50	35	38	49	27	44	44	39	60	33	74	39	36	45	43	40	43	46	38	53
NC_031768.1	1189	50	35	38	50	26	43	44	39	61	33	71	39	37	45	43	40	44	46	38	53
NC_031768.1	1190	50	35	38	50	26	42	43	40	60	33	70	39	37	45	44	40	45	48	37	53
NC_031768.1	1191	51	36	37	50	28	42	43	40	59	33	71	39	36	44	43	40	45	48	37	53
NC_031768.1	1192	51	36	38	49	28	41	43	41	60	33	71	39	36	44	43	41	45	48	37	52
NC_031768.1	1193	52	34	40	49	28	40	43	41	59	33	71	40	36	45	43	42	45	50	38	53
NC_031768.1	1194	52	35	40	49	28	40	44	41	59	34	71	40	36	44	43	42	45	50	39	53
NC_031768.1	1195	52	35	40	49	28	40	43	41	62	35	71	40	36	43	42	42	46	52	41	53
NC_031768.1	1196	51	35	40	50	28	40	43	41	62	35	70	40	38	43	43	42	46	51	41	53
NC_031768.1	1197	50	37	40	50	28	40	43	41	63	35	70	40	38	44	42	43	46	51	41	53
NC_031768.1	1198	51	37	40	50	29	41	43	40	60	35	69	39	37	45	42	43	46	51	41	51
NC_031768.1	1199	51	38	40	50	29	41	43	41	60	35	69	40	37	46	41	43	46	51	41	51
NC_031768.1	1200	53	37	41	47	30	42	42	41	61	35	69	40	37	46	41	43	44	51	40	52
NC_031768.1	1201	53	37	41	47	30	42	43	40	61	35	68	40	38	46	41	43	44	51	40	52
NC_031768.1	1202	53	38	40	49	30	42	43	41	62	36	68	40	39	46	42	44	44	51	40	52
NC_031768.1	1203	52	38	41	50	31	43	43	41	62	35	68	40	39	46	41	45	44	50	39	54
NC_031768.1	1204	50	38	41	50	31	43	42	40	62	34	68	39	39	47	41	45	43	49	39	52
NC_031768.1	1205	50	38	41	50	32	43	42	40	62	34	68	39	39	47	41	45	43	48	39	52
NC_031768.1	1206	50	38	41	50	32	42	42	40	62	34	68	39	39	46	41	45	43	49	39	52
NC_031768.1	1207	49	38	41	50	32	42	43	40	63	34	68	39	39	46	41	45	44	49	40	51
NC_031768.1	1208	49	38	41	50	32	42	43	40	64	34	69	38	40	45	43	44	43	50	41	50
NC_031768.1	1209	49	37	41	49	32	42	42	39	64	34	68	38	40	45	44	43	43	50	39	50
NC_031768.1	1210	49	37	41	49	33	43	44	40	64	35	68	39	40	45	46	43	44	51	38	53
NC_031768.1	1211	51	37	40	49	35	42	44	40	64	35	67	40	40	46	45	43	44	51	38	54
NC_031768.1	1212	51	37	39	49	35	43	46	39	65	35	67	40	41	46	46	43	44	51	38	53
NC_031768.1	1213	49	37	40	50	35	43	46	38	66	35	66	40	42	46	45	43	44	52	38	55
NC_031768.1	1214	49	38	40	50	35	43	46	39	66	37	66	42	43	46	45	44	44	52	39	56
NC_031768.1	1215	48	39	40	51	35	42	45	39	66	36	67	42	43	46	44	43	43	52	39	56
NC_031768.1	1216	48	39	40	51	34	42	45	39	66	36	67	42	43	46	45	42	43	50	39	55
NC_031768.1	1217	48	40	40	51	34	41	45	39	66	35	67	44	42	46	45	42	43	50	40	55
NC_031768.1	1218	47	40	40	52	34	41	45	40	65	35	66	44	42	46	44	42	41	49	41	55
NC_031768.1	1219	47	40	40	53	34	40	45	40	65	35	65	43	42	45	44	42	41	49	41	55
NC_031768.1	1220	47	40	40	53	34	40	45	40	65	35	65	43	43	45	44	42	41	49	41	55
NC_031768.1	1221	46	40	40	53	34	41	45	40	65	35	65	43	43	45	44	42	42	49	41	54
NC_031768.1	1222	46	41	40	53	34	41	45	41	66	35	65	41	43	44	43	43	42	50	41	53
NC_031768.1	1223	47	41	40	53	33	41	46	41	66	36	64	41	43	44	43	45	43	50	39	53
NC_031768.1	1224	47	42	40	53	33	42	46	40	66	36	63	40	42	44	43	45	42	50	39	55
NC_031768.1	1225	47	42	40	54	33	44	44	40	65	36	63	40	42	45	43	45	42	50	39	54
NC_031768.1	1226	49	42	41	53	33	44	44	40	66	37	63	41	42	44	43	45	42	52	40	55
NC_031768.1	1227	49	42	41	53	34	44	44	39	68	38	66	41	42	44	45	45	43	53	42	55
NC_031768.1	1228	50	42	41	52	34	44	44	40	69	37	67	41	42	43	44	46	43	52	41	54
NC_031768.1	1229	47	42	42	51	33	44	44	42	69	37	67	41	43	44	44	46	42	52	41	54
NC_031768.1	1230	47	42	42	50	33	43	45	42	68	38	67	41	43	44	44	46	42	52	41	54
NC_031768.1	1231	47	43	42	50	33	43	46	42	68	38	67	41	43	44	45	46	41	52	41	54
NC_031768.1	1232	47	40	41	49	34	42	46	42	67	39	67	41	43	44	45	47	42	52	42	54
NC_031768.1	1233	45	40	41	49	34	42	46	42	67	38	67	42	43	44	45	47	42	51	42	56
NC_031768.1	1234	44	40	40	49	35	43	46	42	67	38	68	43	42	44	44	47	41	50	42	57
NC_031768.1	1235	44	40	39	50	35	43	46	43	67	39	68	43	43	45	44	47	41	50	42	57
NC_031768.1	1236	44	40	39	50	35	43	46	43	67	39	67	43	44	45	44	47	41	51	42	57
NC_031768.1	1237	44	40	39	50	35	42	46	45	67	40	66	43	44	44	44	47	41	51	42	56
NC_031768.1	1238	44	40	39	50	35	42	46	46	68	40	67	44	44	44	46	47	41	51	42	57
NC_031768.1	1239	44	40	38	49	36	44	46	47	69	39	71	44	43	44	46	47	41	52	42	57
NC_031768.1	1240	45	39	37	49	38	44	46	45	69	39	71	44	45	44	46	46	41	52	44	56
NC_031768.1	1241	45	39	37	49	39	44	46	45	69	39	71	43	45	45	44	46	41	52	45	56
NC_031768.1	1242	45	39	37	49	39	45	46	45	67	39	71	43	46	46	45	46	41	52	45	56
NC_031768.1	1243	45	37	38	49	39	44	48	48	67	38	70	43	45	47	46	46	42	51	45	56
NC_031768.1	1244	44	37	38	50	40	44	48	49	67	38	71	45	44	50	46	47	41	51	45	57
NC_031768.1	1245	43	38	38	48	40	44	48	49	67	38	69	45	44	50	46	46	40	50	44	56
NC_031768.1	1246	43	38	38	47	40	43	48	49	67	38	69	45	43	50	45	46	41	50	42	55
NC_031768.1	1247	43	38	38	46	40	43	49	49	68	39	70	45	43	52	45	46	41	49	40	54
NC_031768.1	1248	43	39	38	44	40	43	49	49	67	40	70	45	43	51	44	46	41	49	40	54
NC_031768.1	1249	43	38	37	44	40	43	49	49	68	40	69	44	43	51	44	46	42	48	40	54
NC_031768.1	1250	43	37	37	45	40	44	47	49	68	39	72	44	42	50	44	46	42	48	40	54
NC_031768.1	1251	42	37	35	45	39	44	47	49	68	39	72	44	42	50	45	46	43	48	38	54
NC_031768.1	1252	40	37	36	44	40	43	48	49	69	39	71	43	42	48	44	47	43	48	38	53
NC_031768.1	1253	40	36	37	43	40	42	48	49	70	39	70	43	42	48	45	47	43	48	37	53
NC_031768.1	1254	40	36	38	44	40	42	48	49	70	39	69	43	42	49	46	47	43	48	37	54
NC_031768.1	1255	37	36	38	45	40	42	48	46	71	39	68	43	40	49	46	47	43	48	37	53
NC_031768.1	1256	38	36	38	45	40	42	48	46	71	39	67	43	40	47	47	47	43	48	37	53
NC_031768.1	1257	38	37	38	45	40	42	48	46	70	38	67	43	40	47	48	49	41	46	38	52
NC_031768.1	1258	38	37	37	43	41	42	48	45	69	36	67	43	40	47	47	49	41	46	38	52
NC_031768.1	1259	38	38	37	43	41	42	48	45	69	36	67	43	40	47	48	48	40	46	38	52
NC_031768.1	1260	38	38	37	44	41	42	49	45	70	36	67	44	40	47	47	49	38	47	39	53
NC_031768.1	1261	38	38	36	44	41	41	49	45	69	36	67	44	39	45	47	48	38	47	39	53
NC_031768.1	1262	38	38	36	43	41	41	48	45	68	36	67	44	39	46	47	48	38	47	39	54
NC_031768.1	1263	38	37	34	43	40	41	48	44	67	36	67	43	36	45	47	48	37	47	38	53
NC_031768.1	1264	40	38	35	44	41	42	48	45	66	35	67	42	36	44	48	47	37	48	37	53
NC_031768.1	1265	37	39	36	44	41	40	48	45	64	34	67	42	36	44	46	46	37	49	37	54
NC_031768.1	1266	38	40	36	44	41	40	49	45	64	34	67	42	36	44	47	46	39	49	38	55
NC_031768.1	1267	38	40	36	44	41	40	49	46	64	34	67	42	36	44	47	46	39	50	38	55
NC_031768.1	1268	40	40	36	44	41	42	49	47	64	34	67	42	36	45	47	46	39	51	38	55
